COM COD,Course ID,Course title,Credit LPU,Section,Instructor/IC,Room,Days/Hours,Midsem date,Compre date
1384,ECE F241,MICROPROC & INTERFACING,3 1 4,L1,ADARSH VENKATARAMAN,257,W12 Th56,30.03.2026 AN,01.06.2026 AN
,,,,L2,Shazia Hasan,267,W56 F12,,
,,,,L3,TBA,268,M12 W34,,
,,,,L4,Jagadish Nayak,269,Th56 F12,,
,,,,L5,TBA,270,T12 Th56,,
,,,,L6,Shazia Hasan,271,T12 Th56,,
,,,,L7,TBA,276,M56 Th56,,
,,Practical,,P1,TBA,303,M34,,
,,,,P2,TBA,303,M56,,
,,,,P3,TBA,304,M56,,
,,,,P4,Gomathi Bhavani,303,T23,,
,,,,P5,TBA,304,T23,,
,,,,P6,Shazia Hasan,303,T56,,
,,,,P7,TBA,304,T56,,
,,,,P8,Jagadish Nayak,303,T89,,
,,,,P9,TBA,304,T89,,
,,,,P10,TBA,304,W34,,
,,,,P11,R Swarnalatha,303,W89,,
,,,,P12,TBA,304,W89,,
,,,,P13,TBA,304,Th34,,
,,,,P14,TBA,303,Th89,,
,,,,P15,Ananth Bharadwaj,304,Th89,,
,,,,P16,TBA,304,F34,,
1385,ECE F242,CONTROL SYSTEMS,3 0 3,L1,VILAS H GAIDHANE,276,M34 W67,31.03.2026 AN,04.06.2026 AN
1386,ECE F243,SIGNALS & SYSTEMS,3 0 3,L1,ANANTH BHARADWAJ,276,M12 F12,07.04.2026 AN,09.06.2026 AN
1387,ECE F244,MICROELECTRONIC CIRCUITS,3 0 3,L1,NILESH GOEL,276,T56 W34,02.04.2026 AN,06.06.2026 AN
1391,ECE F341,ANALOG ELECTRONICS,3 1 4,L1,VILAS H GAIDHANE,254,T17 Th17,30.03.2026 FN,01.06.2026 FN
,,Practical,,P1,Vilas H Gaidhane,303,W234,,
1595,ECE F343,COMMUNICATION NETWORKS,3 0 3,L1,ABDUL RAJAK,255,T34 F34,01.04.2026 AN,03.06.2026 AN
1390,ECE F344,INFO THEORY & CODING,3 0 3,L1,ABDUL RAJAK,255,M34 Th34,02.04.2026 AN,08.06.2026 AN
1701,ECE F266,STUDY PROJECT,3,,ABDUL RAJAK,,,,
1702,ECE F366,LABORATORY PROJECT,3,,ABDUL RAJAK,,,,
1703,ECE F376,DESIGN PROJECT,3,,ABDUL RAJAK,,,,
1706,ECE F377,DESIGN PROJECT,3,,ABDUL RAJAK,,,,
2569,ECOM F211,DATA STRUCTURES & ALGO,3 1 4,,SUYASH SHUKLA,,,01.04.2026 AN,05.06.2026 FN
,,,,L1,Neena Susan Shaji,257,T12 F12,,
,,,,L2,Suyash Shukla,267,M12 W89,,
,,,,L3,Neena Susan Shaji,268,M56 W12,,
,,,,L4,Satya Jaswant Badri,269,M34 T12,,
,,,,L5,Ashish Gupta,270,T56 F12,,
,,,,L6,Vivek Bhasi,271,M12 F12,,
,,,,L7,Shalaka S Mahadik,276,T1 W5 Th34,,
,,Practical,,P1,Suyash Shukla,333,M56,,
,,,,P2,Neena Susan Shaji,333,T56,,
,,,,P3,Satya Jaswant Badri,333,T89,,
,,,,P4,Vivek Bhasi,333,W56,,
,,,,P5,Neena Susan Shaji,333,Th34,,
,,,,P6,Suyash Shukla,333,Th89,,
,,,,P7,Shalaka S Mahadik,333,F34,,
2574,ECOM F241,MICROPROC & INTERFACING,3 1 4,L1,ADARSH VENKATARAMAN,257,W12 Th56,30.03.2026 AN,01.06.2026 AN
,,,,L2,Shazia Hasan,267,W56 F12,,
,,,,L3,TBA,268,M12 W34,,
,,,,L4,Jagadish Nayak,269,Th56 F12,,
,,,,L5,TBA,270,T12 Th56,,
,,,,L6,Shazia Hasan,271,T12 Th56,,
,,,,L7,TBA,276,M56 Th56,,
,,Practical,,P1,TBA,303,M34,,
,,,,P2,TBA,303,M56,,
,,,,P3,TBA,304,M56,,
,,,,P4,Gomathi Bhavani,303,T23,,
,,,,P5,TBA,304,T23,,
,,,,P6,Shazia Hasan,303,T56,,
,,,,P7,TBA,304,T56,,
,,,,P8,Jagadish Nayak,303,T89,,
,,,,P9,TBA,304,T89,,
,,,,P10,TBA,304,W34,,
,,,,P11,R Swarnalatha,303,W89,,
,,,,P12,TBA,304,W89,,
,,,,P13,TBA,304,Th34,,
,,,,P14,TBA,303,Th89,,
,,,,P15,Ananth Bharadwaj,304,Th89,,
,,,,P16,TBA,304,F34,,
2575,ECOM F242,CONTROL SYSTEMS,3 0 3,L1,VILAS H GAIDHANE,276,M34 W67,31.03.2026 AN,04.06.2026 AN
2576,ECOM F243,SIGNALS & SYSTEMS,3 0 3,L1,ANANTH BHARADWAJ,276,M12 F12,07.04.2026 AN,09.06.2026 AN
2577,ECOM F244,MICROELECTRONIC CIRCUITS,3 0 3,L1,NILESH GOEL,276,T56 W34,02.04.2026 AN,06.06.2026 AN
2579,ECOM F321,REAL TIME OPERATING SYSTEMS,3 1 4,L1,VIVEK BHASI,110,T34 W23,30.03.2026 AN,01.06.2026 AN
,,Practical,,P1,Vivek Bhasi,333,Th56,,
2582,ECOM F462,NETWORK PROGRAMMING,3 0 3,L1,MITHUN MUKHERJEE,110,M89 F12,01.04.2026 AN,03.06.2026 AN
2583,ECOM F266,STUDY PROJECT,3,L1,ABDUL RAJAK,,,,
2586,ECOM F376,DESIGN PROJECT,3,L1,ABDUL RAJAK,,,,
2587,ECOM F377,DESIGN PROJECT,3,L1,ABDUL RAJAK,,,,
1023,ECON F211,PRINCIPLES OF ECONOMICS,3 0 3,L1,ANAND BABU,245,T12 Th6,30.03.2026 FN,03.06.2026 AN
,,,,L2,Anand Babu,207,T8 Th89,,
1120,ECON F212,FUNDAMENTALS OF FINANCE AND ACCOUNTING,3 0 3,L1,ASGAR ALI,222,M56 T8,31.03.2026 FN,06.06.2026 AN
1442,ECON F241,ECONOMETRIC METHODS,3 0 3,L1,ANAND BABU,185,M34 W34,01.04.2026 AN,05.06.2026 FN
1443,ECON F242,MICROECONOMICS,3 0 3,L1,SARTAJ RASOOL RATHER,183,M89 T56,06.04.2026 FN,06.06.2026 FN
1447,ECON F312,MONEY BANK & FIN MARKETS,3 0 3,L1,AQILA BEGUM,222,W56 Th8,06.04.2026 AN,09.06.2026 FN
1009,EEE F111,ELECTRICAL SCIENCES,3 0 3,,NILESH GOEL,,,30.03.2026 FN,01.06.2026 FN
,,,,L1,V Kalaichelvi,123,W34 Th12,,
,,,,L2,Ashutosh Mishra,205,M34 Th34,,
,,,,L3,Nilesh Goel,210,W78 Th12,,
,,,,L4,TBA,214,T34 W12,,
,,,,L5,Trisha Ghosh,215,T12 Th78,,
,,,,L6,TBA,220,Th12 F34,,
,,,,L7,Trisha Ghosh,221,W78 F34,,
2494,EEE F216,ELECTRONIC DEVICE SIMULATION LAB,0 2 2,L1,ASHUTOSH MISHRA,255,Th8,06.04.2026 AN,09.06.2026 FN
,,Practical,,P1,Ashutosh Mishra,330,W56,,
1238,EEE F241,MICROPROC & INTERFACING,3 1 4,L1,ADARSH VENKATARAMAN,257,W12 Th56,30.03.2026 AN,01.06.2026 AN
,,,,L2,Shazia Hasan,267,W56 F12,,
,,,,L3,TBA,268,M12 W34,,
,,,,L4,Jagadish Nayak,269,Th56 F12,,
,,,,L5,TBA,270,T12 Th56,,
,,,,L6,Shazia Hasan,271,T12 Th56,,
,,,,L7,TBA,276,M56 Th56,,
,,Practical,,P1,TBA,303,M34,,
,,,,P2,TBA,303,M56,,
,,,,P3,TBA,304,M56,,
,,,,P4,Gomathi Bhavani,303,T23,,
,,,,P5,TBA,304,T23,,
,,,,P6,Shazia Hasan,303,T56,,
,,,,P7,TBA,304,T56,,
,,,,P8,Jagadish Nayak,303,T89,,
,,,,P9,TBA,304,T89,,
,,,,P10,TBA,304,W34,,
,,,,P11,R Swarnalatha,303,W89,,
,,,,P12,TBA,304,W89,,
,,,,P13,TBA,304,Th34,,
,,,,P14,TBA,303,Th89,,
,,,,P15,Ananth Bharadwaj,304,Th89,,
,,,,P16,TBA,304,F34,,
1239,EEE F242,CONTROL SYSTEMS,3 0 3,L1,VILAS H GAIDHANE,276,M34 W67,31.03.2026 AN,04.06.2026 AN
1240,EEE F243,SIGNALS & SYSTEMS,3 0 3,L1,ANANTH BHARADWAJ,276,M12 F12,07.04.2026 AN,09.06.2026 AN
1241,EEE F244,MICROELECTRONIC CIRCUITS,3 0 3,L1,NILESH GOEL,276,T56 W34,02.04.2026 AN,06.06.2026 AN
1245,EEE F341,ANALOG ELECTRONICS,3 1 4,L1,VILAS H GAIDHANE,254,T17 Th17,30.03.2026 FN,01.06.2026 FN
,,Practical,,P1,Vilas H Gaidhane,304,W234,,
1246,EEE F342,POWER ELECTRONICS,3 1 4,L1,SUNIL THOMAS,254,M4 T3 F34,01.04.2026 FN,03.06.2026 FN
,,Practical,,P1,Sunil Thomas,302,Th234,,
1886,EEE F417,COMPUTER BASED CONTROL SYSTEM,3 0 3,L1,GOMATHI BHAVANI,254,Th5 F12,06.04.2026 FN,02.06.2026 FN
1262,EEE F427,ELECTRIC POWER UTILIZATION AND ILLUMINATION,3 0 3,L1,SUNIL THOMAS,254,M12 T5,07.04.2026 FN,04.06.2026 AN
2511,EEE G513,MACHINE LEARNING FOR ELECTRONICS ENGINEERS,4,L1,JAGADISH NAYAK,228,T2 W89,07.04.2026 AN,06.06.2026 FN
1657,EEE F266,STUDY PROJECT,3,L1,ABDUL RAJAK,,,,
1758,EEE F377,DESIGN PROJECT,3,L1,ABDUL RAJAK,,,,
1539,FIN F311,DERIVATIVES & RISK MGMT,3 0 3,L1,AQILA BEGUM,222,T2 W89,07.04.2026 AN,06.06.2026 FN
1542,FIN F315,FINANCIAL MANAGEMENT,3 0 3,L1,AMAN SRIVASTAVA,223,M56 T8,31.03.2026 FN,06.06.2026 AN
1658,FIN F266,STUDY PROJECT,3,L1,SARTAJ RASOOL RATHER,,,,
1130,GS F211,MODERN POLITICAL CONCEPTS,3 0 3,L1,SHAMSHAD KHAN,223,W56 Th8,06.04.2026 AN,09.06.2026 FN
1131,GS F212,ENVIRON DEV & CLIMATE CHANGE,3 0 3,L1,GEETHA KANNAN,267,M89 T4,02.04.2026 FN,02.06.2026 AN
1132,GS F213,DEVELOPMENT THEORIES,3 0 3,L1,KOYEL SARKAR,245,M5 T89,31.03.2026 FN,06.06.2026 AN
1133,GS F221,BUSINESS COMMUNICATION,3 0 3,L1,SHAZI S J,271,W56 Th8,06.04.2026 AN,09.06.2026 FN
1169,GS F231,DYNAMICS OF SOCIAL CHANGE,3 0 3,L1,KOYEL SARKAR,270,M89 T4,02.04.2026 FN,02.06.2026 AN
1171,GS F233,PUBLIC POLICY,3 0 3,L1,NEHA DURGA,267,M56 T8,31.03.2026 FN,06.06.2026 AN
1172,GS F234,DEVELOPMENT ECONOMICS,3 0 3,L1,NEHA DURGA,276,M89 T4,02.04.2026 FN,02.06.2026 AN
1165,GS F245,EFFECTIVE PUBLIC SPEAKING,2 1 3,L1,SHAZI S J,262,M56 T8,31.03.2026 FN,06.06.2026 AN
1175,GS F331,TECHNIQUES IN SOCIAL RESEARCH,3 0 3,L1,KOYEL SARKAR,206,W56 Th8,06.04.2026 AN,09.06.2026 FN
1176,GS F332,CONTEMPORARY INDIA,3 0 3,L1,MRUTUYANJAYA SAHU,226,M56 T8,31.03.2026 FN,06.06.2026 AN
2993,HSS F101,UNDERSTANDING SELF & SOCIETY,2,L1,MRUTUYANJAYA SAHU,TBA,F89,-,03.06.2026 FN
,,,,L2,Shamshad Khan,TBA,F89,,
,,,,L3,Shazi S J,TBA,F89,,
,,,,L4,Sayantan Chakraborty,TBA,F89,,
,,,,L5,Koyel Sarkar,TBA,F89,,
1603,HSS F222,LINGUISTICS,3 0 3,L1,SAYANTAN CHAKRABORTY,245,M89 T4,02.04.2026 FN,02.06.2026 AN
1152,HSS F227,CROSS CULTURAL SKILLS,3 0 3,L1,JISS MATHEW VARGHESE,245,W56 Th8,06.04.2026 AN,09.06.2026 FN
1775,HSS F232,INTRO TO DEV STUDIES,3 0 3,L1,MRUTUYANJAYA SAHU,269,M89 T4,02.04.2026 FN,02.06.2026 AN
2524,HSS F252,INTERNATIONAL LAW,3 0 3,L1,SHAMSHAD KHAN,229,M56 T8,31.03.2026 FN,06.06.2026 AN
1645,HSS F317,INTRODUCTION TO GLOBALIZATION,3 0 3,L1,EIRINI ANASTASIADOU,110,M56 T8,31.03.2026 FN,06.06.2026 AN
1777,HSS F323,ORGANIZATIONAL PSYCHOLOGY,3 0 3,L1,JISS MATHEW VARGHESE,276,T2 W89,07.04.2026 AN,06.06.2026 FN
1604,HSS F335,LITERARY CRITICISM,3 0 3,L1,SAYANTAN CHAKRABORTY,229,W56 Th8,06.04.2026 AN,09.06.2026 FN
1626,HSS F346,INTERNATIONAL RELATIONS,3 0 3,L1,SHAMSHAD KHAN,257,M89 T4,02.04.2026 FN,02.06.2026 AN
1828,HSS F349,ECOCRITICISM,3 0 3,L1,SAYANTAN CHAKRABORTY,226,T2 W89,07.04.2026 AN,06.06.2026 FN
1835,HSS F350,"HUMAN RIGHTS: HISTORY, THEORY AND PRACTICE",3 0 3,L1,MRUTUYANJAYA SAHU,226,W56 Th8,06.04.2026 AN,09.06.2026 FN
2272,HSS F365,SCIENCE OF SUSTAINABLE HAPPINESS,3 0 3,L1,SHAZI S J,268,M89 T4,02.04.2026 FN,02.06.2026 AN
2786,HSS F387,HISTORY OF TRANSPORT & MOBILITY IN MODERN ASIA,3 0 3,L1,EIRINI ANASTASIADOU,110,W56 Th8,06.04.2026 AN,09.06.2026 FN
1776,HSS F266,STUDY PROJECT,3,,MRUTUYANJAYA SAHU,,,,
2645,MAC F241,NUMERICAL ANALYSIS,3 0 3,L1,VRINDA MARY MATHEW,207,W12 Th56,30.03.2026 AN,01.06.2026 AN
2646,MAC F242,DATA STRUCTURES & ALGO,3 1 4,,SUYASH SHUKLA,,,01.04.2026 AN,05.06.2026 FN
,,,,L1,Neena Susan Shaji,257,T12 F12,,
,,,,L2,Suyash Shukla,267,M12 W89,,
,,,,L3,Neena Susan Shaji,268,M56 W12,,
,,,,L4,Satya Jaswant Badri,269,M34 T12,,
,,,,L5,Ashish Gupta,270,T56 F12,,
,,,,L6,Vivek Bhasi,271,M12 F12,,
,,,,L7,Shalaka S Mahadik,276,T1 W5 Th34,,
,,Practical,,P1,Suyash Shukla,333,M56,,
,,,,P2,Neena Susan Shaji,333,T56,,
,,,,P3,Satya Jaswant Badri,333,T89,,
,,,,P4,Vivek Bhasi,333,W56,,
,,,,P5,Neena Susan Shaji,333,Th34,,
,,,,P6,Suyash Shukla,333,Th89,,
,,,,P7,Shalaka S Mahadik,333,F34,,
2647,MAC F243,NUMERICAL OPTIMIZATION,3 0 3,L1,S BASKARAN,207,M56 W34,31.03.2026 AN,04.06.2026 AN
2648,MAC F244,STOCHASTIC CALCULUS AND APPLICATION TO FINANCE,3 0 3,L1,MANEESHA,207,M34 T56,07.04.2026 AN,09.06.2026 AN
2649,MAC F245,SCIENTIFIC COMPUTING LABORATORY,0 1 1,,S BASKARAN,,,-,-
,,,,P1,"S Baskaran,Vrinda Mary Mathew",108,W78,,
2657,MAC F266,STUDY PROJECT,3,,K K SINGH,,,,
2887,MATH F101,MULTIVARIABLE CALCULUS,3 0 3,L1,K KUMAR,101,M78 F34,30.03.2026 FN,01.06.2026 FN
,,,,L2,M Nurul Molla,105,M78 Th12,,
,,,,L3,S Baskaran,165,Th12 F34,,
,,,,L4,K Kumar,184,T34 Th34,,
,,,,L5,Sethukkarasi,186,M12 T12,,
,,,,L6,S Baskaran,189,T12 Th78,,
,,,,L7,M Nurul Molla,190,M34 T78,,
2888,MATH F102,LINEAR ALGEBRA AND COMPLEX VARIABLES,3 0 3,,SUHEL AHMAD KHAN,,,01.04.2026 FN,04.06.2026 FN
,,,,L1,Prasanta K Barik,123,T34 Th78,,
,,,,L2,Shanookha Ali,205,M78 Th12,,
,,,,L3,Suhel Ahmad Khan,210,M78 T34,,
,,,,L4,Sethukkarasi,214,M78 Th34,,
,,,,L5,Prasanta K Barik,215,M78 Th34,,
,,,,L6,Sankar Raman,220,M34 T34,,
1010,MATH F111,MATHEMATICS I,3 0 3,L1,K KUMAR,101,M78 F34,30.03.2026 FN,01.06.2026 FN
,,,,L2,M Nurul Molla,105,M78 Th12,,
,,,,L3,S Baskaran,165,Th12 F34,,
,,,,L4,K Kumar,184,T34 Th34,,
,,,,L5,Sethukkarasi,186,M12 T12,,
,,,,L6,S Baskaran,189,T12 Th78,,
,,,,L7,M Nurul Molla,190,M34 T78,,
1011,MATH F112,MATHEMATICS II,3 0 3,,SUHEL AHMAD KHAN,,,01.04.2026 FN,04.06.2026 FN
,,,,L1,Prasanta K Barik,123,T34 Th78,,
,,,,L2,Shanookha Ali,205,M78 Th12,,
,,,,L3,Suhel Ahmad Khan,210,M78 T34,,
,,,,L4,Sethukkarasi,214,M78 Th34,,
,,,,L5,Prasanta K Barik,215,M78 Th34,,
,,,,L6,Sankar Raman,220,M34 T34,,
,,,,L7,Suhel Ahmad Khan,221,M34 T78,,
1012,MATH F113,PROBABILITY & STATISTICS,3 0 3,,MANEESHA,,,31.03.2026 FN,02.06.2026 FN
,,,,L1,Maneesha,123,T12 F12,,
,,,,L2,Gayathri G,205,T12 W78,,
,,,,L3,Shanookha Ali,210,M34 T78,,
,,,,L4,Suhel Ahmad Khan,214,W34 F12,,
,,,,L5,Gayathri G,215,T78 W34,,
,,,,L6,Shanookha Ali,220,W34 Th78,,
,,,,L7,Maneesha,221,W34 Th78,,
1022,MATH F211,MATHEMATICS III,3 0 3,,PRASANTA K BARIK,,,07.04.2026 FN,03.06.2026 FN
,,,,L1,Vrinda Mary Mathew,257,M12 Th89,,
,,,,L2,A Somasundaram,267,W34 Th34,,
,,,,L3,M Nurul Molla,268,T12 Th89,,
,,,,L4,A Somasundaram,269,T56 W89,,
,,,,L5,Sankar Raman,270,W9 Th34 F4,,
,,,,L6,Prasanta K Barik,271,M34 W12,,
,,,,L7,Sankar Raman,245,W12 F12,,
2379,ME F112,WORKSHOP PRACTICE ,1 1 2,,GULSHAN KUMAR,,,,
,,,,L1,Chakradhar Iyyunni,123,W1,,
,,,,L2,Gulshan Kumar,205,W2,,
,,,,L3,Chakradhar Iyyunni,210,M1,,
,,,,L4,Chakradhar Iyyunni,214,Th8,,
,,,,L5,Chakradhar Iyyunni,215,F3,,
,,,,L6,Gulshan Kumar,220,T2,,
,,,,L7,Gulshan Kumar,221,M2,,
,,Practical,,P1,Ravindra G Bhardwaj,MG1,M12,,
,,,,P2,Chakradhar Iyyunni,MG1,M34,,
,,,,P3,Ravindra G Bhardwaj,MG1,M78,,
,,,,P4,Priyank Upadhyaya,MG1,T12,,
,,,,P5,Chakradhar Iyyunni,MG1,T34,,
,,,,P6,Priyank Upadhyaya,MG1,T78,,
,,,,P7,TBA,MG1,W12,,
,,,,P8,Harpreet Singh Bedi,MG1,W34,,
,,,,P9,Chakradhar Iyyunni,MG1,W78,,
,,,,P10,Chakradhar Iyyunni,MG1,Th12,,
,,,,P11,Chakradhar Iyyunni,MG1,Th34,,
,,,,P12,Gulshan Kumar,MG1,Th78,,
,,,,P13,Chakradhar Iyyunni,MG1,F12,,
,,,,P14,Sonu Thomas,MG1,F34,,
2397,ME F218,ADVANCED MECHANICS OF SOLIDS,2 0 2,L1,PRIYANK UPADHYAYA,277,W8 F34,30.03.2026 AN,01.06.2026 AN
2398,ME F219,MANUFACTURING PROCESSES,3 1 4,L1,GULSHAN KUMAR,277,T56 Th34,31.03.2026 AN,04.06.2026 AN
,,Practical,,P1,Gulshan Kumar,MG1,W56,,
2430,ME F220,HEAT TRANSFER,3 1 4,L1,MAJID H KHAN,277,M12 Th89,07.04.2026 AN,09.06.2026 AN
,,Practical,,P1,Majid H Khan,MS4,M56,,
,,,,P2,Snehaunshu Chowdhury,MS4,W56,,
2399,ME F221,MECHANISMS AND MACHINES,3 0 3,L1,RAM KARTHIKEYAN,277,M34 W12,02.04.2026 AN,06.06.2026 AN
2406,ME F318,COMPUTER AIDED DESIGN,1 2 3,L1,RAVINDRA G BHARDWAJ,262,T34,30.03.2026 AN,01.06.2026 AN
,,Practical,,P1,Ravindra G Bhardwaj,MS6,Th56 F34,,
2407,ME F319,VIBRATIONS AND CONTROL,3 0 3,L1,HARPREET SINGH,262,M12 F12,31.03.2026 AN,05.06.2026 FN
2408,ME F320,ENGINEERING OPTIMIZATION,3 0 3,L1,VINCENT SHANTHA KUMAR,262,M89 T9 Th9,01.04.2026 AN,03.06.2026 AN
1270,ME F341,PRIMEMOVERS & FLUID MACH,2 1 3,L1,SHASHANK KHURANA,262,M34 W1,02.04.2026 AN,08.06.2026 AN
,,Practical,,P1,Shashank Khurana,MG1,T56,,
1663,ME F266,STUDY PROJECT,3,,VINCENT SHANTHA KUMAR,,,,
1680,ME F366,LABORATORY PROJECT,3,,VINCENT SHANTHA KUMAR,,,,
1748,ME F367,LABORATORY PROJECT,3,,VINCENT SHANTHA KUMAR,,,,
1697,ME F376,DESIGN PROJECT,3,,VINCENT SHANTHA KUMAR,,,,
1764,ME F377,DESIGN PROJECT,3,,VINCENT SHANTHA KUMAR,,,,
1290,ME F491,SPECIAL PROJECTS,3,,VINCENT SHANTHA KUMAR,,,,
1024,MGTS F211,PRINCIPLES OF MANAGEMENT,3 0 3,L1,DARSHITA GUNWANT,277,T12 Th6,30.03.2026 FN,03.06.2026 AN
,,,,L2,Darshita Gunwant,276,T8 Th89,,
2544,MGTS F311,MARKETING,3 0 3,L1,REHAN HUSAIN,185,M56 W56,02.04.2026 AN,06.06.2026 AN
2546,MGTS F314,ESSENTIALS OF FINANCIAL MANAGEMENT,3 0 3,L1,AMAN SRIVASTAVA,185,T56 Th89,30.03.2026 AN,01.06.2026 AN
1087,PHA F214,ANATOMY PHYSIOLOGY & HYGIENE,2 1 3,L1,SHRIKANT CHARDE,310,W89,07.04.2026 AN,06.06.2026 FN
,,Practical,,P1,Arunkumar Palaniappan,305,M89,,
2891,PHY F101,OSCILLATIONS & WAVE,2 1 3,L1,SHISHIR KUMAR PANDEY,123,W78 F4,02.04.2026 FN,08.06.2026 FN
,,,,L2,Shishir Kumar Pandey,205,T78 F2,,
,,,,L3,Krishnakanta Bhattacharya,210,M2 W12,,
,,,,L4,K K Singh,214,Th7 F34,,
,,,,L5,Swati Routh,215,M12 F4,,
,,,,L6,Krishnakanta Bhattacharya,220,W5 Th34,,
,,,,L7,K K Singh,221,T2 Th34,,
,,Practical,,P1,Shishir Kumar Pandey,309,M12,,
,,,,P2,Kalpana Devi P,309,M34,,
,,,,P3,Kalpana Devi P,309,M78,,
,,,,P4,Kalpana Devi P,309,T12,,
,,,,P5,Krishnakanta Bhattacharya,309,T34,,
,,,,P6,Kalpana Devi P,309,T78,,
,,,,P7,Kalpana Devi P,309,W12,,
,,,,P8,Shishir Kumar Pandey,309,W34,,
,,,,P9,Kalpana Devi P,309,W78,,
,,,,P10,Kalpana Devi P,309,Th12,,
,,,,P11,Swati Routh,309,Th34,,
,,,,P12,Kalpana Devi P,309,Th78,,
,,,,P13,Swati Routh,309,F12,,
,,,,P14,Krishnakanta Bhattacharya,309,F34,,
1014,PHY F110,PHYSICS LABORATORY,0 2 1 ,,SHISHIR KUMAR PANDEY,,,,
,,,,P1,Shishir Kumar Pandey,309,M12,,
,,,,P2,Kalpana Devi P,309,M34,,
,,,,P3,Kalpana Devi P,309,M78,,
,,,,P4,Kalpana Devi P,309,T12,,
,,,,P5,Krishnakanta Bhattacharya,309,T34,,
,,,,P6,Kalpana Devi P,309,T78,,
,,,,P7,Kalpana Devi P,309,W12,,
,,,,P8,Shishir Kumar Pandey,309,W34,,
,,,,P9,Kalpana Devi P,309,W78,,
,,,,P10,Kalpana Devi P,309,Th12,,
,,,,P11,Swati Routh,309,Th34,,
,,,,P12,Kalpana Devi P,309,Th78,,
,,,,P13,Swati Routh,309,F12,,
,,,,P14,Krishnakanta Bhattacharya,309,F34,,
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,L1,SWATI ROUTH,277,M56 T89,31.03.2026 FN,06.06.2026 AN
1666,PHY F266,STUDY PROJECT,3,,K K SINGH,,,,
