COM COD,Course ID,Course title,Credit LPU,Section,Instructor/IC,Room,Days/Hours,Midsem date,Compre date
1359,BIOT F241,GENETIC ENGINEERING TECH,1 3 4,L1,PALLAB SANPUI,245,Th9,30.03.2026 AN,01.06.2026 AN
,,Practical,,P1,Pallab Sanpui,306,T789 W345,,
,,,,P2,Debapriya Sarkar,306,T789 W345,,
1103,BIOT F243,GENETICS,3 0 3,L1,ADITYA SHARMA,245,M6 Th12 F4,31.03.2026 AN,04.06.2026 AN
1361,BIOT F244,INSTRU METHODS OF ANALYSIS,1 3 4,,TRUPTI GOKHALE,,,07.04.2026 AN,09.06.2026 AN
,,,,L1,Shrikant Charde,245,T5,,
,,Practical,,P1,Trupti Gokhale,305,M345 Th345,,
,,,,P2,Debostuti Ghoshdastidar,307,M345 Th345,,
,,,,P3,Shrikant Charde,308,M345 Th345,,
1360,BIOT F245,INTRODUCTION TO ENVIRON BIOTECH,3 0 3,L1,NEERU SOOD,245,M12 W78,02.04.2026 AN,06.06.2026 AN
1364,BIOT F342,IMMUNOLOGY,3 0 3,L1,MAINAK DUTTA,310,M34 Th56,30.03.2026 FN,01.06.2026 FN
1366,BIOT F344,DOWNSTREAM PROCESSING,2 1 3,,S RAMACHANDRAN,,,01.04.2026 FN,03.06.2026 FN
,,,,L1,Arunkumar Palaniappan,310,M12,,
,,Practical,,P1,S Ramachandran,306,T56,,
,,,,P2,Arunkumar Palaniappan,307,T56,,
1368,BIOT F345,PROTEOMICS,3 0 3,L1,MAINAK DUTTA,310,T4 W34,07.04.2026 FN,04.06.2026 AN
1370,BIOT F413,MOLECULAR BIOLOGY OF THE CELL,3 0 3,L1,S RAMACHANDRAN,310,Th34 F4,06.04.2026 FN,02.06.2026 FN
1377,BIOT F422,NANOBIOTECHNOLOGY,3 0 3,L1,DIVAGAR MURUGAN,110,T2 W89,07.04.2026 AN,06.06.2026 FN
1375,BIOT F424,FOOD BIOTECHNOLOGY,3 0 3,L1,TRUPTI GOKHALE,310,W56 Th8,06.04.2026 AN,09.06.2026 FN
1845,BIOT F266,STUDY PROJECT,3,,MAINAK DUTTA,,,,
1843,BIOT F366,LABORATORY PROJECT,3,,MAINAK DUTTA,,,,
1842,BIOT F367,LABORATORY PROJECT,3,,MAINAK DUTTA,,,,
1841,BIOT F376,DESIGN PROJECT,3,,MAINAK DUTTA,,,,
1840,BIOT F377,DESIGN PROJECT,3,,MAINAK DUTTA,,,,
1844,BIOT F491,SPECIAL PROJECT,3,,MAINAK DUTTA,,,,
2860,BITS F101,SOCIAL CONDUCT,1,L1,SHAZI S J,TBA,TBA,-,-
2861,BITS F102,INNOVATION AND DESIGN THINKING,1,,SHAZI S J,TBA,,-,-
,,,,L1,"Shazi S J,Murchana Changmai,Ananth Bharadwaj,Suyash Shukla,Maneesha,Chakradhar Iyyunni,Kanchan Sen Sharma,Shrikant Charde",,M9,,
,,,,L2,"Shazi S J,Murchana Changmai,Ananth Bharadwaj,Suyash Shukla,Maneesha,Chakradhar Iyyunni,Kanchan Sen Sharma,Shrikant Charde",,M9,,
,,,,L3,"Shazi S J,Murchana Changmai,Ananth Bharadwaj,Suyash Shukla,Maneesha,Chakradhar Iyyunni,Kanchan Sen Sharma,Shrikant Charde",,M9,,
,,,,L4,"Shazi S J,Murchana Changmai,Ananth Bharadwaj,Suyash Shukla,Maneesha,Chakradhar Iyyunni,Kanchan Sen Sharma,Shrikant Charde",,T9,,
,,,,L5,"Shazi S J,Murchana Changmai,Ananth Bharadwaj,Suyash Shukla,Maneesha,Chakradhar Iyyunni,Kanchan Sen Sharma,Shrikant Charde",,T9,,
,,,,L6,"Shazi S J,Murchana Changmai,Ananth Bharadwaj,Suyash Shukla,Maneesha,Chakradhar Iyyunni,Kanchan Sen Sharma,Shrikant Charde",,T9,,
,,,,L7,"Shazi S J,Murchana Changmai,Ananth Bharadwaj,Suyash Shukla,Maneesha,Chakradhar Iyyunni,Kanchan Sen Sharma,Shrikant Charde",,W9,,
,,,,L8,"Shazi S J,Murchana Changmai,Ananth Bharadwaj,Suyash Shukla,Maneesha,Chakradhar Iyyunni,Kanchan Sen Sharma,Shrikant Charde",,W9,,
,,,,L9,"Shazi S J,Murchana Changmai,Ananth Bharadwaj,Suyash Shukla,Maneesha,Chakradhar Iyyunni,Kanchan Sen Sharma,Shrikant Charde",,W9,,
,,,,L10,"Shazi S J,Murchana Changmai,Ananth Bharadwaj,Suyash Shukla,Maneesha,Chakradhar Iyyunni,Kanchan Sen Sharma,Shrikant Charde",,W9,,
,,,,L11,"Shazi S J,Murchana Changmai,Ananth Bharadwaj,Suyash Shukla,Maneesha,Chakradhar Iyyunni,Kanchan Sen Sharma,Shrikant Charde",,Th9,,
,,,,L12,"Shazi S J,Murchana Changmai,Ananth Bharadwaj,Suyash Shukla,Maneesha,Chakradhar Iyyunni,Kanchan Sen Sharma,Shrikant Charde",,Th9,,
,,,,L13,"Shazi S J,Murchana Changmai,Ananth Bharadwaj,Suyash Shukla,Maneesha,Chakradhar Iyyunni,Kanchan Sen Sharma,Shrikant Charde",,Th9,,
,,,,L14,"Shazi S J,Murchana Changmai,Ananth Bharadwaj,Suyash Shukla,Maneesha,Chakradhar Iyyunni,Kanchan Sen Sharma,Shrikant Charde",,Th9,,
2983,BITS K101,"PHYSICAL FITNESS, HEALTH WELLBEING AND CREATIVE ARTS",1,L1,"GEETHA KANNAN, Kanchan Sen Sharma",TBA,TBA,-,-
2862,BITS F103,INTRODUCTION TO ENGINEERING DESIGN AND PROTOTYPE,2 2 4,,"GULSHAN KUMAR,Akshay Venkateshwaran",,,07.04.2026 FN,09.06.2026 FN
,,Lecture-Engineering Design,,L1,Meghana Charde,123,F3,,
,,,,L2,Neenu Thomas,205,F1,,
,,,,L3,Meghana Charde,210,F1,,
,,,,L4,Neenu Thomas,214,M2,,
,,,,L5,Kanchan Sen Sharma,215,F2,,
,,,,L6,Akshay Venkateshwaran,220,M2,,
,,,,L7,Kanchan Sen Sharma,221,T1,,
,,Practical-Engineering Design,,P1,"Deepthi Mary Dilip,Ramesh,Aswathy",336,M34,,
,,,,P2,"Vivek B Kartha,Ramesh,Aswathy",336,M78,,
,,,,P3,Akshay Venkateshwaran/Ramesh/Aswathy,336,T34,,
,,,,P4,Kanchan Sen Sharma/Ramesh/Aswathy,336,T78,,
,,,,P5,Neenu Thomas/Ramesh/Aswathy,336,W12,,
,,,,P6,Meghana Charde/Ramesh/Aswathy,336,W78,,
,,,,P7,"Neenu Thomas,Ramesh,Aswathy",336,Th34,,
,,Lecture-Prototype,,L1,Chakradhar Iyyunni,123,W1,,
,,,,L2,Gulshan Kumar,205,W2,,
,,,,L3,Chakradhar Iyyunni,210,M1,,
,,,,L4,Chakradhar Iyyunni,214,Th8,,
,,,,L5,Chakradhar Iyyunni,215,F3,,
,,,,L6,Gulshan Kumar,220,T2,,
,,,,L7,Gulshan Kumar,221,M2,,
,,Practical-Prototype,,Q1,Ravindra G Bhardwaj,MG1,M12,,
,,,,Q2,Chakradhar Iyyunni,MG1,M34,,
,,,,Q3,Ravindra G Bhardwaj,MG1,M78,,
,,,,Q4,Priyank Upadhyaya,MG1,T12,,
,,,,Q5,Chakradhar Iyyunni,MG1,T34,,
,,,,Q6,Priyank Upadhyaya,MG1,T78,,
,,,,Q7,TBA,MG1,W12,,
,,,,Q8,Harpreet Singh Bedi,MG1,W34,,
,,,,Q9,Chakradhar Iyyunni,MG1,W78,,
,,,,Q10,Chakradhar Iyyunni,MG1,Th12,,
,,,,Q11,Chakradhar Iyyunni,MG1,Th34,,
,,,,Q12,Gulshan Kumar,MG1,Th78,,
,,,,Q13,Chakradhar Iyyunni,MG1,F12,,
,,,,Q14,Sonu Thomas,MG1,F34,,
1003,BITS F110,ENGINEERING GRAPHICS,1 1 2,,AKSHAY VENKATESHWARAN,,,07.04.2026 FN,09.06.2026 FN
,,,,L1,Meghana Charde,123,F3,,
,,,,L2,Neenu Thomas,205,F1,,
,,,,L3,Meghana Charde,210,F1,,
,,,,L4,Neenu Thomas,214,M2,,
,,,,L5,Kanchan Sen Sharma,215,F2,,
,,,,L6,Akshay Venkateshwaran,220,M2,,
,,,,L7,Kanchan Sen Sharma,221,T1,,
,,Practical,,P1,"Deepthi Mary Dilip,Ramesh,Aswathy",336,M34,,
,,,,P2,"Vivek B Kartha,Ramesh,Aswathy",336,M78,,
,,,,P3,Akshay Venkateshwaran/Ramesh/Aswathy,336,T34,,
,,,,P4,Kanchan Sen Sharma/Ramesh/Aswathy,336,T78,,
,,,,P5,Neenu Thomas/Ramesh/Aswathy,336,W12,,
,,,,P6,Meghana Charde/Ramesh/Aswathy,336,W78,,
,,,,P7,"Neenu Thomas,Ramesh,Aswathy",336,Th34,,
1004,BITS F111,THERMODYNAMICS,3 0 3,L1,SHASHANK KHURANA,101,T12 Th12,01.04.2026 FN,04.06.2026 FN
,,,,L2,Nitin Tom Mathew,105,W12 F12,,
,,,,L3,Sonu Thomas,165,T78 W34,,
,,,,L4,Majid H Khan,184,T78 W12,,
,,,,L5,Snehanshu Choudhury,186,W12 Th34,,
,,,,L6,Harpreet Singh Bedi,189,T78 W78,,
,,,,L7,Vincent Shantha Kumar,190,T12 F34,,
2731,BITS F121,INTRODUCTION TO PYTHON,3 0 3,L1,DEEPESH SRIVASTAVA,183,M56 T89,31.03.2026 FN,02.06.2026 FN
2732,BITS F122,INTRODUCTION TO SPREADSHEET ANALYSIS,2 0 2,L1,DEEPESH SRIVASTAVA,183,W56 Th89,07.04.2026 FN,09.06.2026 FN
2733,BITS F123,INTRODUCTION TO ENGINEERING,3 0 3,L1,SYED MAQBOOL AHMED,183,M23 Th23,01.04.2026 FN,04.06.2026 FN
1892,BITS F214,"SCIENCE, TECHNOLOGY & MODERNITY",3 0 3,L1,EIRINI ANASTASIADOU,277,M89 T4,02.04.2026 FN,02.06.2026 AN
1632,BITS F225,ENVIRONMENTAL STUDIES,3 0 3,,HIRANMAY MAITY,,,06.04.2026 AN,08.06.2026 AN
,,,,L1,Vijaya Ilango,257,W34 Th1,,
,,,,L2,Sabyasachi Roy,267,T12 Th5,,
,,,,L3,Syed Maqbool Ahmed,268,W56 Th5,,
,,,,L4,Subrata Chakraborty,269,M5 W12,,
,,,,L5,Rusal Raj,270,M12 W8,,
,,,,L6,Hiranmay Maity,271,T89 Th1,,
,,,,L7,Rusal Raj,183,M4 T23,,
2303,BITS F226,SOFT SKILLS FOR PROFESSIONALS,3 0 3,L1,JISS MATHEW VARGHESE,271,M89 T4,02.04.2026 FN,02.06.2026 AN
1332,BITS F311,IMAGE PROCESSING,3 0 3,L1,TOJO MATHEW,222,T56 Th3,06.04.2026 FN,02.06.2026 FN
2336,BITS F327,ARTIFICIAL INTELLIGENCE FOR ROBOTICS,2 1 3,L1,RAM KARTHIKEYAN,262,W56,06.04.2026 AN,09.06.2026 FN
,,Practical,,P1,Ram Karthikeyan,MS2,Th12,,
1335,BITS F343,FUZZY LOGIC AND APPLICATIONS,3 0 3,L1,V KALAICHELVI,223,T2 W89,07.04.2026 AN,06.06.2026 FN
1248,BITS F415,INTRODUCTION TO MEMS,3 1 4,L1,ADARSH VENKATARAMAN,262,T2 W89,07.04.2026 AN,06.06.2026 FN
,,Practical,,P1,Adarsh Venkataraman,108,M89,,
2434,BITS F463,CRYPTOGRAPHY,3 0 3,L1,M RAJA,223,T56 Th3,06.04.2026 FN,02.06.2026 FN
1339,BITS F464,MACHINE LEARNING,3 0 3,L1,KAJAL KANSAL,229,T56 Th3,06.04.2026 FN,02.06.2026 FN
2779,BITS F471,INTRODUCTION TO LARGE LANGUAGE MODELS,3 0 3,L1,SUJALA D SHETTY,226,T56 Th3,06.04.2026 FN,02.06.2026 FN
596,BITS C791T,TEACHING PRACTICE I,1,1,S RAMACHANDRAN,,,,
520,BITS C797T,PH D SEMINAR,2,1,S RAMACHANDRAN,,,,
553,BITS C799T,PH D THESIS,40,1,S RAMACHANDRAN,,,,
2101,BITS E661,RESEARCH METHODOLOGY I,5,1,S RAMACHANDRAN,,,,
1592,BITS F412,PRACTICE SCHOOL II,20,1,GOMATHI BHAVANI,,,,
1593,BITS F421T,THESIS,16,1,A SOMASUNDARAM,,,,
1617,BITS F423T,THESIS,9,1,A SOMASUNDARAM,,,,
2833,BITS F425T,THESIS,20,1,A SOMASUNDARAM,,,,
1629,BITS F441T,SEMINAR,1,1,S RAMACHANDRAN,,,,
1191,CE F241,ANALYSIS OF STRUCTURES,3 0 3,L1,AKSHAY VENKATESHWARAN,219A,M6 T6 W12,30.03.2026 AN,01.06.2026 AN
1192,CE F242,CONSTRUCTION PLAN & TECH,3 0 3,L1,MEGHANA CHARDE,219A,M5 W5 Th12,31.03.2026 AN,04.06.2026 AN
1193,CE F243,SOIL MECHANICS,3 1 4,L1,VIVEK B KARTHA,219A,M34 Th34,07.04.2026 AN,09.06.2026 AN
,,Practical,,P1,Vivek B Kartha,MF5,W34,,
1194,CE F244,HIGHWAY ENGINEERING,3 1 4,L1,DEEPTHI MARY DILIP,219A,Th56 F34,02.04.2026 AN,06.06.2026 AN
,,Practical,,P1,Deepthi Mary Dilip,MF5,T12,,
2282,CE F321,ENGINEERING HYDROLOGY,3 0 3,L1,BRIJ KISHORE PANDEY,219B,M34 Th12,30.03.2026 AN,01.06.2026 AN
1199,CE F342,WATER & WASTEWATER TREAT,3 1 4,L1,KANCHAN SEN SHARMA,219B,T34 W23,01.04.2026 AN,03.06.2026 AN
,,Practical,,P1,Brij Kishore Pandey,208,F12,,
1200,CE F343,DESIGN OF STEEL STRUCTURES,3 0 3,L1,AKSHAY VENKATESHWARAN,219B,Th34 F34,02.04.2026 AN,08.06.2026 AN
1214,CE F411,OPERATION RESEARCH FOR ENGINEER,3 0 3,L1,NEENU THOMAS,219B,M8 T56,06.04.2026 FN,02.06.2026 FN
1229,CE F412,DISASTER MANAGEMENT,3 0 3,L1,BRIJ KISHORE PANDEY,219B,W4 Th56,07.04.2026 FN,04.06.2026 AN
1652,CE F266,STUDY PROJECT,3,,BRIJ KISHORE PANDEY,,,,
1686,CE F376,DESIGN PROJECT,3,,BRIJ KISHORE PANDEY,,,,
1180,CHE F241,HEAT TRANSFER,3 0 3,L1,NISHANT PANDYA,228,M34 W56,30.03.2026 AN,01.06.2026 AN
1181,CHE F242,NUM METHOD FOR CHEM ENGG,3 0 3,L1,SOUVIK PAUL,228,M56 W34,31.03.2026 AN,04.06.2026 AN
1182,CHE F243,MATERIAL SCIENCE & ENGG,3 0 3,L1,MURCHANA CHANGMAI,228,W12 F34,07.04.2026 AN,09.06.2026 AN
1183,CHE F244,SEPARATION PROCESSES I,3 0 3,L1,B G PRAKASH KUMAR,228,M12 F12,02.04.2026 AN,06.06.2026 AN
1188,CHE F341,CHEMICAL ENGG LAB II,0 3 3,,SOUVIK PAUL,,,,
,,,,P1,"SOUVIK PAUL,Nishant Pandya,Murchana Changmai,B G Prakash Kumar",329,T345,,
,,,,P1,"SOUVIK PAUL,Nishant Pandya,Murchana Changmai,B G Prakash Kumar",331,Th345,,
1189,CHE F342,PROCESS DYN & CONTROL,3 0 3,L1,R SWARNALATHA,256,M34 W4 F4,01.04.2026 AN,03.06.2026 AN
1190,CHE F343,PROCESS DES PRINCIPLE II,3 0 3,L1,NISHANT PANDYA,256/336,M89 W3 Th9,02.04.2026 AN,08.06.2026 AN
1203,CHE F419,CHEMICAL PROCESS TECHNOLOGY,3 0 3,L1,VIJAYA ILANGO,256,M12 T6,07.04.2026 FN,04.06.2026 AN
2178,CHE F422,PETROLEOUM REFINING TECHNOLOGY,3 0 3,L1,SOUVIK PAUL,256,Th1 F23,06.04.2026 FN,02.06.2026 FN
1738,CHE F367,LABORATORY PROJECT,3,L1,MURCHANA CHANGMAI,,,,
2864,CHEM F101,FUNDAMENTALS OF CHEMISTRY,2 1 3,,SABYASACHI ROY,,,31.03.2026 FN,02.06.2026 FN
,,,,L1,Rusal Raj,101,T5 W34,,
,,,,L2,Hiranmay Maity,105,M34 T5,,
,,,,L3,Vijaya Ilango,165,T12 Th8,,
,,,,L4,Geetha Kannan,184,M4 F34,,
,,,,L5,Vijaya Ilango,186,W7 F34,,
,,,,L6,Subrata Chakraborty,189,M2 Th34,,
,,,,L7,Sabyasachi Roy,190,T5 Th12,,
,,Practical,,P1,Sabyasachi Roy,208,M34,,
,,,,P2,Hiranmay Maity,208,M78,,
,,,,P3,Subrata Chakraborty,208,T34,,
,,,,P4,Subrata Chakraborty,208,T78,,
,,,,P5,Hiranmay Maity,208,W34,,
,,,,P6,Sabyasachi Roy,208,W78,,
,,,,P7,Hiranmay Maity,208,Th34,,
,,,,P8,Subrata Chakraborty,208,Th78,,
,,,,P9,Sabyasachi Roy,208,F34,,
1006,CHEM F110,CHEMISTRY LABORATORY,,,SABYASACHI ROY,,,,
,,,,P1,Sabyasachi Roy,208,M34,,
,,,,P2,Hiranmay Maity,208,M78,,
,,,,P3,Subrata Chakraborty,208,T34,,
,,,,P4,Subrata Chakraborty,208,T78,,
,,,,P5,Hiranmay Maity,208,W34,,
,,,,P6,Sabyasachi Roy,208,W78,,
,,,,P7,Hiranmay Maity,208,Th34,,
,,,,P8,Subrata Chakraborty,208,Th78,,
,,,,P9,Sabyasachi Roy,208,F34,,
1007,CHEM F111,GENERAL CHEMISTRY,3 0 3,,SABYASACHI ROY,,,31.03.2026 FN,02.06.2026 FN
,,,,L1,Rusal Raj,101,T5 W34,,
,,,,L2,Hiranmay Maity,105,M34 T5,,
,,,,L3,Vijaya Ilango,165,T12 Th8,,
,,,,L4,Geetha Kannan,184,M4 F34,,
,,,,L5,Vijaya Ilango,186,W7 F34,,
,,,,L6,Subrata Chakraborty,189,M2 Th34,,
,,,,L7,Sabyasachi Roy,190,T5 Th12,,
1654,CHEM F266,STUDY PROJECT,3,L1,K K SINGH,,,,
1669,CHEM F366,LABORATORY PROJECT,3,L1,K K SINGH,,,,
1008,CS F111,COMPUTER PROGRAMMING,3 1 4,,AMANJOT KAUR,,,06.04.2026 FN,06.06.2026 FN
,,,,L1,Tojo Mathew,101,M34 Th78,,
,,,,L2,Mounika,105,T34 Th78,,
,,,,L3,Amanjot Kaur,165,M34 W78,,
,,,,L4,Neena Susan Shaji,184,M12 W78,,
,,,,L5,Shalaka S Mahadik,186,T78 Th78,,
,,,,L6,Shalaka S Mahadik,189,M78 W12,,
,,,,L7,Satya Jaswant Badri,190,M78 W34,,
,,Practical,,P1,Mounika,333,M12,,
,,,,P2,Shalaka S Mahadik,333,M34,,
,,,,P3,M Raja,333,T12,,
,,,,P4,Tojo Mathew,333,W12,,
,,,,P5,Shalaka S Mahadik,336,Th12,,
,,,,P6,Amanjot Kaur,333,F12,,
,,,,P7,Satya Jaswant Badri,336,F12,,
1094,CS F211,DATA STRUCTURES & ALGO,3 1 4,,SUYASH SHUKLA,,,01.04.2026 AN,05.06.2026 FN
,,,,L1,Neena Susan Shaji,257,T12 F12,,
,,,,L2,Suyash Shukla,267,M12 W89,,
,,,,L3,Neena Susan Shaji,268,M56 W12,,
,,,,L4,Satya Jaswant Badri,269,M34 T12,,
,,,,L5,Ashish Gupta,270,T56 F12,,
,,,,L6,Vivek Bhasi,271,M12 F12,,
,,,,L7,Shalaka S Mahadik,276,T1 W5 Th34,,
,,Practical,,P1,Suyash Shukla,333,M56,,
,,,,P2,Neena Susan Shaji,333,T56,,
,,,,P3,Satya Jaswant Badri,333,T89,,
,,,,P4,Vivek Bhasi,333,W56,,
,,,,P5,Neena Susan Shaji,333,Th34,,
,,,,P6,Suyash Shukla,333,Th89,,
,,,,P7,Shalaka S Mahadik,333,F34,,
1095,CS F212,DATABASE SYSTEMS,3 1 4,L1,SHIVANG ARARWAL,257,T89 W89,07.04.2026 AN,09.06.2026 AN
,,,,L2,B Vijayakumar,267,W12 Th89,,
,,,,L3,Tamizharasan Periyasamy,268,T56 F12,,
,,,,L4,Sujala D Shetty,269,M12 W56,,
,,,,L5,Amanjot Kaur,270,T89 W12,,
,,,,L6,Tamizharasan Periyasamy,271,M6 W89 F4,,
,,Practical,,P1,TBA,335,M56,,
,,,,P2,TBA,335,T56,,
,,,,P3,TBA,335,T89,,
,,,,P4,TBA,335,W56,,
,,,,P5,TBA,335,Th34,,
,,,,P6,TBA,335,Th89,,
1092,CS F213,OBECT ORIENTED PROG,3 1 4,L1,KAJAL KANSAL,255,M89 T12,07.04.2026 AN,06.06.2026 FN
,,Practical,,P1,Sujala D Shetty,332,W89,,
1313,CS F241,MICROPROC & INTERFACING,3 1 4,L1,ADARSH VENKATARAMAN,257,W12 Th56,30.03.2026 AN,01.06.2026 AN
,,,,L2,Shazia Hasan,267,W56 F12,,
,,,,L3,TBA,268,M12 W34,,
,,,,L4,Jagadish Nayak,269,Th56 F12,,
,,,,L5,TBA,270,T12 Th56,,
,,,,L6,Shazia Hasan,271,T12 Th56,,
,,,,L7,TBA,276,M56 Th56,,
,,Practical,,P1,TBA,303,M34,,
,,,,P2,TBA,303,M56,,
,,,,P3,TBA,304,M56,,
,,,,P4,Gomathi Bhavani,303,T23,,
,,,,P5,TBA,304,T23,,
,,,,P6,Shazia Hasan,303,T56,,
,,,,P7,TBA,304,T56,,
,,,,P8,Jagadish Nayak,303,T89,,
,,,,P9,TBA,304,T89,,
,,,,P10,TBA,304,W34,,
,,,,P11,R Swarnalatha,303,W89,,
,,,,P12,TBA,304,W89,,
,,,,P13,TBA,304,Th34,,
,,,,P14,TBA,303,Th89,,
,,,,P15,Ananth Bharadwaj,304,Th89,,
,,,,P16,TBA,304,F34,,
1320,CS F303,COMPUTER NETWORKS,3 1 4,,M RAJA,,,30.03.2026 AN,01.06.2026 AN
,,,,L1,Rajendra Patil,222,T34 W34,,
,,,,L2,Mithun Mukherjee,223,T34 W34,,
,,,,L3,Pranav M Pawar,226,M9 W12 Th1,,
,,,,L4,M Raja,229,W12 Th56,,
,,Practical,,P1,TBA,333,M89,,
,,,,P2,TBA,333,T34,,
,,,,P3,TBA,333,W34,,
,,,,P4,TBA,333,Th12,,
2266,CS F320,FOUNDATION OF DATA SCIENCE,3 0 3,L1,ASHISH GUPTA,270,W56 Th8,06.04.2026 AN,09.06.2026 FN
1318,CS F363,COMPILER CONSTRUCTION,2 1 3,L1,KAJAL KANSAL,222,W12 F2,01.04.2026 AN,03.06.2026 AN
,,,,L2,Angel Arul Jothi,223,M12 W2,,
,,,,L3,Hussain Chowdhury,226,T34 Th2,,
,,,,L4,Hussain Chowdhury,229,M8 F12,,
,,Practical,,P1,Elakkiya Rajasekar,332,M12,,
,,,,P2,Angel Arul Jothi,332,M89,,
,,,,P3,Elakkiya Rajasekar,332,W34,,
,,,,P4,Angel Arul Jothi,332,Th56,,
1319,CS F364,DESIGN & ANAL OF ALGO,3 0 3,L1,HUSSAIN CHOWDHURY,222,M12 Th56,02.04.2026 AN,08.06.2026 AN
,,,,L2,TBA,223,Th12 F12,,
,,,,L3,Rajendra Patil,226,M8 Th56 F2,,
,,,,L4,Rajendra Patil,229,M12 Th12,,
1322,CS F415,DATA MINING,3 0 3,L1,ANGEL ARUL JOTHI,229,T2 W89,07.04.2026 AN,06.06.2026 FN
2440,CS F425,DEEP LEARNING,3 0 3,L1,TAMIZHARASAN PERIYASAMY,223,M34 Th4,07.04.2026 FN,04.06.2026 AN
2444,CS F429,NATURAL LANGUAGE PROCESSING,3 0 3,L1,ELAKKIYA RAJASEKAR,207,T2 W89,07.04.2026 AN,06.06.2026 FN
2627,CS F435,CYBER SECURITY ANALYTICS AND FORENSICS,3 1 4,L1,PRANAV M PAWAR,229,M34 Th4,07.04.2026 FN,04.06.2026 AN
,,Practical,,P1,Pranav M Pawar,332,F34,,
2629,CS F437,GENERATIVE AI,3 0 3,L1,SHIVANG AGARWAL,222,M34 Th4,07.04.2026 FN,04.06.2026 AN
1655,CS F266,STUDY PROJECT,3,L1,SUJALA D SHETTY,,,,
1670,CS F366,LABORATORY PROJECT,3,L1,SUJALA D SHETTY,,,,
1740,CS F367,LABORATORY PROJECT,3,L1,SUJALA D SHETTY,,,,
1689,CS F376,DESIGN PROJECT,3,L1,SUJALA D SHETTY,,,,
1756,CS F377,DESIGN PROJECT,3,L1,SUJALA D SHETTY,,,,
1714,CS F491,SPECIAL PROJECT,3,L1,SUJALA D SHETTY,,,,
2516,ECE F216,ELECTRONIC DEVICE SIMULATION LAB,0 2 2,L1,ASHUTOSH MISHRA,255,Th8,06.04.2026 AN,09.06.2026 FN
,,Practical,,P1,Ashutosh Mishra,330,W56,,
