COM COD,Course ID,Course title,Credit LPU,Section,Instructor/IC,Room,Days/Hours,Midsem date,Compre date
2401,ME F314,DESIGN OF MACHINE ELEMENTS,3 0 3,1,RAVINDRA BHARDWAJ,276,M3 W3 Th3 F1,30.10.2023 AN,02.01.2024 AN
2403,ME F315,ADVANCED MANUFACTURING PROCESSES,2 1 3,1,HARPREET SINGH BEDI,276,M8 T5 W1,31.10.2023 AN,04.01.2024 AN
,,Practical,,1,Harpreet Singh Bedi,MG1,F345,,
2404,ME F316,MANUFACTURING MANAGEMENT,2 0 2,1,GULSHAN KUMAR,276,M4 T1 Th6,02.11.2023 AN,08.01.2024 AN
2405,ME F317,"ENGINES, MOTORS AND MOBILITY",2 0 2,1,SHASHANK KHURANA,276,T4 W8 F2,06.11.2023 AN,10.01.2024 AN
1680,ME F366,LABORATORY PROJECT,3,1,PRIYANK UPADHYAYA,,,,
1748,ME F367,LABORATORY PROJECT,3,1,PRIYANK UPADHYAYA,,,,
1697,ME F376,DESIGN PROJECT,3,1,PRIYANK UPADHYAYA,,,,
1764,ME F377,DESIGN PROJECT,3,1,PRIYANK UPADHYAYA,,,,
1287,ME F461,REFRIGERATION & AIRCOND,3 0 3,1,HARPREET SINGH BEDI,276,T8 W4 Th8,03.11.2023 FN,09.01.2024 FN
1290,ME F491,SPECIAL PROJECT,3,1,PRIYANK UPADHYAYA,,,,
1417,MF F418,LEAN MANUFACTURING,3 0 3,1,GULSHAN KUMAR,245,M6 T6 W6,31.10.2023 FN,05.01.2024 FN
1024,MGTS F211,PRINCIPLES OF MANAGEMENT,3 0 3,1,Sepideh S,210,M5 T5 W5,06.11.2023 FN,04.01.2024 FN
,,,,2,Aqila Begum,257,M5 T5 W5,,
,,,,3,Aqila Begum,334,M8 Th4 F4,,
1014,PHY F110,PHYSICS LABORATORY,0 2 1,1,R ROOP KUMAR,309,M34,,
,,,,2,G Amaranath,309,M89,,
,,,,3,K K Singh,309,T34,,
,,,,4,R Roop Kumar,309,T89,,
,,,,5,R Roop Kumar,309,W34,,
,,,,6,G Amaranath,309,W89,,
,,,,7,K K Singh,309,Th34,,
,,,,8,R Roop Kumar,309,F34,,
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,1,R ROOP KUMAR,165,T1 W6 Th6 F1,31.10.2023 FN,03.01.2024 FN
,,,,2,K K Singh,185,T1 W7 Th6 F1,,
,,,,3,G Amaranath,190,T1 W5 Th6 F1,,
1493,PHY F215,INTRO TO ASTRO & ASTROPH,3 0 3,1,TBA,276,M5 W5 Th9,01.11.2023 AN,03.01.2024 AN
1666,PHY F266,STUDY PROJECT,3,1,R ROOP KUMAR,,,,
1683,PHY F366,LABORATORY PROJECT,3,1,R ROOP KUMAR,,,,
1751,PHY F367,LABORATORY PROJECT,3,1,R ROOP KUMAR,,,,
1700,PHY F376,DESIGN PROJECT,3,1,R ROOP KUMAR,,,,
1767,PHY F377,DESIGN PROJECT,3,1,R ROOP KUMAR,,,,
1725,PHY F491,SPECIAL PROJECT,3,1,R ROOP KUMAR,,,,
